지점,일시,기온,강수량,풍속,습도,일조시간,적설량,지면온도,지중온도
108,2020-11-14 22:00,12,,0.4,66,,,6.9,12.5
108,2020-11-14 23:00,11.7,,0.9,68,,,6.8,12.5
108,2020-11-15 0:00,11.2,,0.7,67,,,6.2,12.5
108,2020-11-15 1:00,10.6,,1.6,68,,,5.7,12.5
108,2020-11-15 2:00,10.3,,0.8,71,,,5.4,12.5
108,2020-11-15 3:00,9.5,,1.9,74,,,5.1,12.5
108,2020-11-15 4:00,9,,1.5,77,,,4.7,12.4
108,2020-11-15 5:00,8.7,,1.4,78,,,4.6,12.4
108,2020-11-15 6:00,8.5,,0.7,79,,,4.5,12.3
108,2020-11-15 7:00,8.3,,1.2,80,,,4.8,12.2
108,2020-11-15 8:00,8.5,,1.4,80,0,,6.7,12.2
108,2020-11-15 9:00,9.4,,1.4,78,0.4,,10.3,12.1
108,2020-11-15 10:00,12.2,,1,72,0.8,,13.2,12
108,2020-11-15 11:00,14.5,,2.2,66,1,,19.2,12
108,2020-11-15 12:00,14.1,,3.2,71,0.9,,22,11.9
108,2020-11-15 13:00,14,,3.7,71,0.6,,20.1,11.9
108,2020-11-15 14:00,14.7,,2.2,68,0.5,,22.5,11.9
108,2020-11-15 15:00,14.7,,2.7,65,0.8,,19.1,12
108,2020-11-15 16:00,14.7,,2.1,63,1,,15.1,12
108,2020-11-15 17:00,13.7,,2,65,0.8,,11.2,12.1
108,2020-11-15 18:00,12.5,,1.4,69,0,,8.7,12.3
108,2020-11-15 19:00,11.8,,1.3,75,,,7.7,12.4
108,2020-11-15 20:00,10.9,,1.7,77,,,6.9,12.4
108,2020-11-15 21:00,10.3,,1.6,80,,,6.3,12.5
108,2020-11-15 22:00,9.8,,1.7,80,,,6.4,12.5
108,2020-11-15 23:00,9.6,,2.2,83,,,6.3,12.5
108,2020-11-16 0:00,9.4,,1.5,84,,,5.8,12.5
108,2020-11-16 1:00,9,,0.4,84,,,5.3,12.5
108,2020-11-16 2:00,8.8,,1.4,86,,,5.4,12.4
108,2020-11-16 3:00,8.6,,0.2,87,,,5.2,12.4
108,2020-11-16 4:00,8.5,,0.6,88,,,5.1,12.3
108,2020-11-16 5:00,8.2,,0.6,88,,,5,12.3
108,2020-11-16 6:00,8.2,,1.1,89,,,5.1,12.2
108,2020-11-16 7:00,7.8,,1.4,90,,,4.6,12.1
108,2020-11-16 8:00,7.5,,1.8,91,0,,5.7,12
108,2020-11-16 9:00,8.5,,1.1,91,0.6,,9,12
108,2020-11-16 10:00,10.5,,0.9,84,1,,12.4,11.9
108,2020-11-16 11:00,13.2,,1.7,71,1,,17.4,11.8
108,2020-11-16 12:00,15.5,,2.4,61,1,,24,11.8
108,2020-11-16 13:00,17.1,,2.2,54,1,,26.3,11.8
108,2020-11-16 14:00,17.5,,2.2,51,1,,24.8,11.8
108,2020-11-16 15:00,18.2,,1.7,46,1,,21.9,11.8
108,2020-11-16 16:00,18.2,,1.1,46,1,,16.4,11.9
108,2020-11-16 17:00,17,,1.5,48,0.8,,12,12
108,2020-11-16 18:00,15.3,,1.2,57,0,,9.3,12.2
108,2020-11-16 19:00,14.1,,1.4,64,,,8.5,12.3
108,2020-11-16 20:00,13.4,,2,63,,,7.5,12.4
108,2020-11-16 21:00,12.5,,2.7,65,,,7.4,12.5
108,2020-11-16 22:00,12.7,,3.3,63,,,7.8,12.6
108,2020-11-16 23:00,12.7,,3.8,64,,,8,12.6
108,2020-11-17 0:00,12.5,,3.6,65,,,7.9,12.6
108,2020-11-17 1:00,12.5,,4.2,67,,,8.1,12.6
108,2020-11-17 2:00,12.3,,4.3,68,,,8,12.5
108,2020-11-17 3:00,12.3,,3.7,68,,,7.9,12.5
108,2020-11-17 4:00,11.9,,2.7,70,,,7.3,12.5
108,2020-11-17 5:00,11.8,,2.7,73,,,7.8,12.4
108,2020-11-17 6:00,12.2,,2.6,71,,,9,12.4
108,2020-11-17 7:00,12.5,,2,72,,,9.7,12.4
108,2020-11-17 8:00,13,,2.7,71,0,,10.6,12.3
108,2020-11-17 9:00,13.7,,2.3,70,0,,12.4,12.3
108,2020-11-17 10:00,15.1,,3.2,66,0,,16.9,12.2
108,2020-11-17 11:00,16.7,,2.4,61,0.2,,20,12.2
108,2020-11-17 12:00,17.9,,2.9,58,0.4,,21.7,12.2
108,2020-11-17 13:00,18.1,,2.5,57,0,,20.4,12.2
108,2020-11-17 14:00,19.6,,1.9,54,0.6,,26.9,12.3
108,2020-11-17 15:00,19.3,,1.2,55,0.1,,19.5,12.3
108,2020-11-17 16:00,19.3,,2.4,60,0,,18.2,12.4
108,2020-11-17 17:00,18.9,,2.2,64,0,,16.3,12.6
108,2020-11-17 18:00,18.4,0,0.4,65,0,,14.8,12.7
108,2020-11-17 19:00,17.7,,1.4,73,,,14.5,12.8
108,2020-11-17 20:00,17.5,,0.5,74,,,14.2,12.9
108,2020-11-17 21:00,16.7,0.1,1.8,75,,,12,13
108,2020-11-17 22:00,16.5,,2.7,76,,,13.4,13.1
108,2020-11-17 23:00,16.5,,1.9,73,,,13.8,13.2
108,2020-11-18 0:00,16.5,,2.6,78,,,14,13.2
108,2020-11-18 1:00,16,,2.1,83,,,13.9,13.3
108,2020-11-18 2:00,15,,2.8,93,,,13.7,13.3
108,2020-11-18 3:00,14.8,5.9,2,96,,,13.8,13.3
108,2020-11-18 4:00,15,,2.6,95,,,13.8,13.3
108,2020-11-18 5:00,15.1,,1.8,97,,,13.9,13.4
108,2020-11-18 6:00,15.1,0.3,2,96,,,13.4,13.4
108,2020-11-18 7:00,15.2,,2.6,96,,,13.6,13.4
108,2020-11-18 8:00,15.4,,2.4,96,0,,13.8,13.4
108,2020-11-18 9:00,15.9,0.1,2.7,95,0,,15.1,13.5
108,2020-11-18 10:00,16.5,,2.7,92,0,,16.3,13.5
108,2020-11-18 11:00,17.1,,3.3,89,0,,16.7,13.5
108,2020-11-18 12:00,17.5,,3.5,87,0,,16.6,13.5
108,2020-11-18 13:00,17.9,,2.5,82,0,,16.7,13.6
108,2020-11-18 14:00,18.4,,2.6,80,0,,17.6,13.6
108,2020-11-18 15:00,18.6,0,2.7,77,0,,17,13.7
108,2020-11-18 16:00,17.7,,2.1,88,0,,16.2,13.7
108,2020-11-18 17:00,17.1,,2.7,93,0,,15.7,13.8
108,2020-11-18 18:00,16.8,3.6,3.1,93,0,,15.4,13.9
108,2020-11-18 19:00,16.8,,2.9,93,,,15.2,13.9
108,2020-11-18 20:00,16.9,,2.5,92,,,15.1,14
108,2020-11-18 21:00,17.1,0.4,3.2,92,,,15.3,14
108,2020-11-18 22:00,17,,2.4,91,,,15.3,14.1
108,2020-11-18 23:00,17.1,,2.9,92,,,15.3,14.1
108,2020-11-19 0:00,17.1,1.9,2.3,95,,,15.5,14.2
108,2020-11-19 1:00,17.5,,2.1,96,,,15.7,14.2
108,2020-11-19 2:00,18.5,,2.5,96,,,16.3,14.2
108,2020-11-19 3:00,19.1,5.1,4.2,93,,,16.7,14.3
108,2020-11-19 4:00,18.9,,4.3,96,,,17.2,14.3
108,2020-11-19 5:00,18.8,,5,99,,,17.6,14.3
108,2020-11-19 6:00,18.8,42.1,4.1,99,,,17.7,14.4
108,2020-11-19 7:00,18.7,,4.1,100,,,17.7,14.6
108,2020-11-19 8:00,18.7,,4,100,0,,17.8,14.8
108,2020-11-19 9:00,18.5,36.8,4.1,100,0,,17.8,15
108,2020-11-19 10:00,17.9,,4.7,99,0,,17.6,15.2
108,2020-11-19 11:00,16.6,,3.4,96,0,,17.1,15.3
108,2020-11-19 12:00,15.3,2.9,6.2,96,0,,16,15.4
108,2020-11-19 13:00,14.1,,5.7,96,0,,15.3,15.5
108,2020-11-19 14:00,12.7,,3.8,92,0,,14.7,15.6
108,2020-11-19 15:00,11.7,0,5,87,0,,14,15.6
108,2020-11-19 16:00,10.7,,5,82,0,,12.6,15.6
108,2020-11-19 17:00,9.9,,4.3,82,0,,11.5,15.6
108,2020-11-19 18:00,9.6,,5.1,81,0,,10.9,15.6
108,2020-11-19 19:00,9.1,,5.6,80,,,10.4,15.6
108,2020-11-19 20:00,8.9,,3.8,81,,,10.1,15.5
108,2020-11-19 21:00,8.5,,4.9,81,,,9.8,15.4
108,2020-11-19 22:00,8.2,,5,80,,,9.4,15.4
108,2020-11-19 23:00,7.6,,4.7,83,,,9.1,15.3
108,2020-11-20 0:00,7,0,3.7,87,,,8.9,15.2
108,2020-11-20 1:00,6.6,,3.9,83,,,8.4,15
108,2020-11-20 2:00,6.1,,4,83,,,8.2,14.9
108,2020-11-20 3:00,6,0,3.3,80,,,7.8,14.8
108,2020-11-20 4:00,4.9,,3.2,84,,,7.5,14.7
108,2020-11-20 5:00,4.2,,3.5,83,,,7,14.6
108,2020-11-20 6:00,3.4,0,3.3,78,,,6.2,14.5
108,2020-11-20 7:00,3.2,,3,76,,,6,14.3
108,2020-11-20 8:00,3.1,,3.9,76,0,,5.8,14.2
108,2020-11-20 9:00,2.9,,3.2,76,0,,6.1,14.1
108,2020-11-20 10:00,2.8,,3.2,75,0,,6.5,13.9
108,2020-11-20 11:00,2.9,,2.5,74,0,,7.2,13.8
108,2020-11-20 12:00,3,,3.4,73,0,,7.9,13.7
108,2020-11-20 13:00,3.1,,3.3,72,0,,8.1,13.5
108,2020-11-20 14:00,3.3,,2.9,71,0,,8,13.4
108,2020-11-20 15:00,3.5,,2.9,68,0,,8.7,13.3
108,2020-11-20 16:00,3.4,,2.9,69,0,,7.6,13.2
108,2020-11-20 17:00,3.1,,2.9,69,0,,6.1,13.1
108,2020-11-20 18:00,2.3,,3.6,69,0,,4,13
108,2020-11-20 19:00,1.8,,2.2,71,,,3.2,12.9
108,2020-11-20 20:00,1.3,,3.2,73,,,2.5,12.8
108,2020-11-20 21:00,1.2,,2.3,74,,,2.1,12.7
108,2020-11-20 22:00,0.6,,3,73,,,1.7,12.6
108,2020-11-20 23:00,0.4,,2.1,74,,,1.4,12.5
108,2020-11-21 0:00,0.3,,1.4,76,,,1.2,12.4
108,2020-11-21 1:00,0,,1.3,77,,,1,12.2
108,2020-11-21 2:00,0.1,,1.1,78,,,0.8,12.1
108,2020-11-21 3:00,-0.3,,2.3,80,,,0.6,11.9
108,2020-11-21 4:00,-0.2,,2.8,80,,,0.5,11.8
108,2020-11-21 5:00,0.1,,4.6,80,,,0.5,11.6
108,2020-11-21 6:00,0.2,,2.9,80,,,0.5,11.5
108,2020-11-21 7:00,0,,1.4,80,,,0.5,11.3
108,2020-11-21 8:00,0.7,,3.3,82,0.3,,0.9,11.2
108,2020-11-21 9:00,2.1,,2.3,76,1,,3.2,11
108,2020-11-21 10:00,3.9,,3.4,69,1,,5.5,10.9
108,2020-11-21 11:00,6.5,,3.3,64,0.6,,9.4,10.7
108,2020-11-21 12:00,8.8,,3.8,58,1,,14.9,10.6
108,2020-11-21 13:00,10.6,,3,52,1,,15.3,10.5
108,2020-11-21 14:00,12,,2.3,51,0.9,,16.1,10.5
108,2020-11-21 15:00,12.3,,0.6,50,0.8,,13.9,10.5
108,2020-11-21 16:00,11.7,,1.8,52,0,,11.3,10.5
108,2020-11-21 17:00,11,,0.8,53,0,,9.7,10.6
108,2020-11-21 18:00,10.2,,2.3,59,0,,8.6,10.7
108,2020-11-21 19:00,9.6,,0.8,62,,,8,10.8
108,2020-11-21 20:00,9.9,,1.7,63,,,8,10.9
108,2020-11-21 21:00,9.6,,1.2,65,,,8.1,11
108,2020-11-21 22:00,9.7,,1.3,66,,,8.2,11
108,2020-11-21 23:00,9.9,,1.8,66,,,8.2,11.1
108,2020-11-22 0:00,9.1,0.2,1.3,75,,,8.1,11.1
108,2020-11-22 1:00,8.1,,2,91,,,8,11.1
108,2020-11-22 2:00,8,,1,93,,,8.2,11.1
108,2020-11-22 3:00,8.1,1.3,1.4,95,,,8.2,11.1
108,2020-11-22 4:00,7.7,,3.5,90,,,7.8,11.1
108,2020-11-22 5:00,7.1,,2.7,91,,,7.4,11.2
108,2020-11-22 6:00,6.5,1.5,2.5,89,,,7,11.1
108,2020-11-22 7:00,5.8,,3.9,90,,,6.7,11.1
108,2020-11-22 8:00,5.1,,2.4,88,0,,6.6,11.1
108,2020-11-22 9:00,5.1,2,2.7,89,0,,6.8,11.1
108,2020-11-22 10:00,5.3,,0.7,87,0,,7.8,11.1
108,2020-11-22 11:00,6,,1.2,83,0,,9.6,11
108,2020-11-22 12:00,6.6,0,2.7,80,0,,9.4,11
108,2020-11-22 13:00,7,,3.2,78,0,,10.5,11
108,2020-11-22 14:00,7.3,,2.7,75,0,,10.4,11
108,2020-11-22 15:00,7.9,,2.5,70,0.3,,11.1,11
108,2020-11-22 16:00,7.3,,3.2,68,0.1,,9,11
108,2020-11-22 17:00,6.9,,4.1,69,0,,7.5,11
108,2020-11-22 18:00,6.1,,3.9,74,0,,6.6,11
108,2020-11-22 19:00,4.8,,3.7,73,,,5.7,11
108,2020-11-22 20:00,3.7,,2.1,73,,,3.8,11.1
108,2020-11-22 21:00,3.3,,2.9,75,,,3.1,11
108,2020-11-22 22:00,2.7,,3.3,72,,,2.5,11
108,2020-11-22 23:00,2,,2.7,71,,,1.8,11
108,2020-11-23 0:00,1.5,,2.7,72,,,1.3,10.9
108,2020-11-23 1:00,1,,1.5,74,,,1,10.8
108,2020-11-23 2:00,0.6,,1.8,72,,,0.6,10.8
108,2020-11-23 3:00,0.5,,4.4,70,,,0.2,10.7
108,2020-11-23 4:00,-0.1,,2.4,73,,,0.3,10.5
108,2020-11-23 5:00,-0.3,,2.1,76,,,0.3,10.4
108,2020-11-23 6:00,-0.5,,2.1,76,,,0.3,10.3
108,2020-11-23 7:00,-1.1,,1.9,80,,,0.3,10.2
108,2020-11-23 8:00,-1.4,,1,81,0.3,,0.3,10.1
108,2020-11-23 9:00,-0.1,,2.8,77,1,,0.8,9.9
108,2020-11-23 10:00,1,,2.8,61,1,,3,9.8
108,2020-11-23 11:00,2.2,,2.8,62,1,,6.3,9.7
108,2020-11-23 12:00,3.7,,2,55,1,,11.5,9.5
108,2020-11-23 13:00,4.5,,2.2,45,1,,12.6,9.4
108,2020-11-23 14:00,4.8,,3.4,37,1,,12.3,9.4
108,2020-11-23 15:00,5.7,,3.2,40,1,,9.8,9.3
108,2020-11-23 16:00,5.4,,3.5,40,1,,6.3,9.3
108,2020-11-23 17:00,3.9,,2,47,0.9,,3.7,9.4
108,2020-11-23 18:00,2.7,,1.9,50,0,,2.1,9.4
108,2020-11-23 19:00,1.9,,0.9,54,,,1.2,9.5
108,2020-11-23 20:00,1.6,,1,59,,,0.7,9.5
108,2020-11-23 21:00,1.3,,1.9,60,,,0.6,9.5
108,2020-11-23 22:00,0.8,,2,63,,,0.5,9.5
108,2020-11-23 23:00,1,,2.8,63,,,0.4,9.5
108,2020-11-24 0:00,0.6,,2.5,63,,,0.3,9.4
108,2020-11-24 1:00,0.5,,1.6,64,,,0.3,9.3
108,2020-11-24 2:00,0.3,,2.1,61,,,0.7,9.2
108,2020-11-24 3:00,0.4,,1.7,58,,,0.9,9.2
108,2020-11-24 4:00,0.5,,2.1,61,,,0.9,9.1
108,2020-11-24 5:00,0.6,,2,60,,,1.1,9
108,2020-11-24 6:00,0.8,,1.5,60,,,1.3,8.9
108,2020-11-24 7:00,1,,2,62,,,1.4,8.8
108,2020-11-24 8:00,1.3,,1.5,60,0,,1.9,8.7
108,2020-11-24 9:00,2,,1.2,59,0,,2.8,8.6
108,2020-11-24 10:00,2.9,,1.6,58,0.2,,5.2,8.5
108,2020-11-24 11:00,3.8,,0.5,56,0.1,,6.7,8.5
108,2020-11-24 12:00,5.5,,1.4,53,0.4,,10.2,8.4
108,2020-11-24 13:00,6.3,,1.8,48,0,,10.7,8.4
108,2020-11-24 14:00,6.1,,2.8,47,0,,10.1,8.4
108,2020-11-24 15:00,5.9,,2.1,43,0,,9.2,8.4
108,2020-11-24 16:00,6.2,,1.7,42,0,,8.1,8.5
108,2020-11-24 17:00,5.9,,1.2,43,0.6,,5.8,8.5
108,2020-11-24 18:00,4.5,,2.3,46,0,,3.3,8.6
108,2020-11-24 19:00,3.7,,2.1,49,,,2.2,8.7
108,2020-11-24 20:00,3.4,,3,51,,,1.5,8.8
108,2020-11-24 21:00,2.7,,2.3,54,,,1,8.8
108,2020-11-24 22:00,2.1,,0.8,57,,,0.5,8.8
108,2020-11-24 23:00,1.5,,2,59,,,0.4,8.8
108,2020-11-25 0:00,1.6,,0.1,63,,,0.5,8.8
108,2020-11-25 1:00,1.3,,1.4,60,,,0.4,8.7
108,2020-11-25 2:00,1.2,,1.1,64,,,0.3,8.6
108,2020-11-25 3:00,0.8,,1.5,65,,,0.2,8.6
108,2020-11-25 4:00,0.6,,0.6,69,,,0.2,8.5
108,2020-11-25 5:00,0.5,,2,71,,,0.3,8.4
108,2020-11-25 6:00,0.5,,1.8,72,,,0.2,8.3
108,2020-11-25 7:00,0.2,,2.8,71,,,0.1,8.3
108,2020-11-25 8:00,0.1,,1.8,73,0.1,,0.2,8.2
108,2020-11-25 9:00,1.2,,1.6,71,0.9,,0.9,8.1
108,2020-11-25 10:00,3.8,,1.9,62,1,,4,8
108,2020-11-25 11:00,5.8,,0.8,52,0.7,,6.8,7.9
108,2020-11-25 12:00,7.9,,1.7,46,0.9,,11.4,7.9
108,2020-11-25 13:00,8.8,,2.4,50,0.6,,12.1,7.8
108,2020-11-25 14:00,9.2,,2.2,50,0.3,,11.8,7.8
108,2020-11-25 15:00,9.2,,2.5,53,0.1,,10.3,7.8
108,2020-11-25 16:00,8.6,,2.2,56,0,,8.3,7.9
108,2020-11-25 17:00,8.4,,0.6,58,0,,7.3,8
108,2020-11-25 18:00,7.7,,1.3,59,0,,5.6,8.1
108,2020-11-25 19:00,6.8,,1.2,63,,,4,8.2
108,2020-11-25 20:00,6.2,,0.6,68,,,3.2,8.3
108,2020-11-25 21:00,5.5,,0.7,70,,,2.5,8.4
108,2020-11-25 22:00,5,,0.9,72,,,2,8.4
108,2020-11-25 23:00,4.5,,1.7,75,,,1.7,8.4
108,2020-11-26 0:00,4.2,,1.8,77,,,1.4,8.4
108,2020-11-26 1:00,3.8,,1.8,79,,,1.4,8.4
108,2020-11-26 2:00,3.8,,2.2,80,,,1.2,8.4
108,2020-11-26 3:00,3.5,,1.7,80,,,1,8.4
108,2020-11-26 4:00,3.7,,2.4,79,,,1,8.3
108,2020-11-26 5:00,3.3,,1.4,76,,,1.1,8.3
108,2020-11-26 6:00,2.7,,1.7,77,,,1.1,8.2
108,2020-11-26 7:00,2.6,,1.6,79,,,0.7,8.1
108,2020-11-26 8:00,2,,1.8,81,0,,0.6,8.1
108,2020-11-26 9:00,2.7,,0.9,78,0.7,,2.1,8
108,2020-11-26 10:00,4.4,,2.1,72,0.3,,6.3,7.9
108,2020-11-26 11:00,5.8,,2.6,63,0.7,,7.5,7.9
108,2020-11-26 12:00,8,,0.9,57,1,,12,7.8
108,2020-11-26 13:00,9.3,,2.1,50,1,,13.1,7.8
108,2020-11-26 14:00,10.3,,1.5,45,1,,13.5,7.8
108,2020-11-26 15:00,10.7,,1.4,46,1,,11.5,7.8
108,2020-11-26 16:00,9.8,,2.8,47,0.9,,8.5,7.9
108,2020-11-26 17:00,8.3,,2,53,0,,6.4,8
108,2020-11-26 18:00,7.1,,2.2,56,0,,4.5,8.1
108,2020-11-26 19:00,6.5,,3.1,63,,,3.6,8.3
108,2020-11-26 20:00,5.6,,1,64,,,2.8,8.4
108,2020-11-26 21:00,5,,0.2,65,,,3,8.4
108,2020-11-26 22:00,5.1,,1.7,69,,,3.1,8.5
108,2020-11-26 23:00,5,,2.4,72,,,3,8.5
108,2020-11-27 0:00,5,,1.7,73,,,3.4,8.5
108,2020-11-27 1:00,4.7,,1.2,72,,,3.1,8.4
108,2020-11-27 2:00,4.5,,1.1,74,,,2.6,8.4
108,2020-11-27 3:00,4.3,,0.7,75,,,3.3,8.4
108,2020-11-27 4:00,4.4,,1.1,74,,,3.6,8.4
108,2020-11-27 5:00,4.7,,2.1,72,,,3.8,8.3
108,2020-11-27 6:00,4.7,,1.6,72,,,3.9,8.3
108,2020-11-27 7:00,4.4,,1.7,76,,,3.7,8.2
108,2020-11-27 8:00,3.6,,2.3,75,0,,2.6,8.2
108,2020-11-27 9:00,3.7,0,2.1,76,0.1,,4.1,8.2
108,2020-11-27 10:00,4.8,,2.5,70,0.2,,6.4,8.2
108,2020-11-27 11:00,5.7,,3.8,62,0.2,,8.6,8.1
108,2020-11-27 12:00,6.2,,4.2,53,0.7,,9.3,8.1
108,2020-11-27 13:00,7,,3.7,50,0.9,,12.1,8.1
108,2020-11-27 14:00,6.4,,3.8,52,0.4,,9.7,8.1
108,2020-11-27 15:00,7.3,,3.9,46,0.8,,11.5,8.1
108,2020-11-27 16:00,6.3,,3.8,45,0.9,,7,8.2
108,2020-11-27 17:00,5.2,,3.7,47,0.8,,4.4,8.3
108,2020-11-27 18:00,4.1,,4.2,47,0,,2.7,8.4
108,2020-11-27 19:00,3,,3.2,57,,,1.8,8.4
108,2020-11-27 20:00,2.5,,3.2,62,,,1.2,8.5
108,2020-11-27 21:00,2.1,,3.5,61,,,0.8,8.5
108,2020-11-27 22:00,1.5,,2.3,61,,,0.4,8.5
108,2020-11-27 23:00,1.2,,3,61,,,0,8.5
108,2020-11-28 0:00,0.6,,2.7,63,,,0,8.4
108,2020-11-28 1:00,0.3,,2.4,65,,,-0.1,8.4
108,2020-11-28 2:00,0.2,,3.6,62,,,-0.4,8.3
108,2020-11-28 3:00,-0.3,,3,60,,,-0.6,8.2
108,2020-11-28 4:00,-0.6,,2.6,59,,,-0.8,8.1
108,2020-11-28 5:00,-0.8,,3.2,58,,,-0.9,8
108,2020-11-28 6:00,-1.4,,1.3,60,,,-1,7.9
108,2020-11-28 7:00,-2.1,,2.7,63,,,-1.1,7.9
108,2020-11-28 8:00,-2.2,,3.1,58,0.3,,-1.2,7.8
108,2020-11-28 9:00,-1.6,,2.9,52,1,,-0.5,7.7
108,2020-11-28 10:00,-0.6,,3.4,48,1,,-0.2,7.6
108,2020-11-28 11:00,0.4,,3.1,43,1,,0.4,7.5
108,2020-11-28 12:00,1.8,,3,37,1,,6.2,7.4
108,2020-11-28 13:00,1.8,,5,31,1,,7.8,7.3
108,2020-11-28 14:00,2.4,,4.2,34,1,,7.1,7.2
108,2020-11-28 15:00,2.6,,2.8,35,1,,6.6,7.2
108,2020-11-28 16:00,2.4,,3.1,38,1,,3.5,7.2
108,2020-11-28 17:00,1.1,,2.4,42,0.7,,1.5,7.2
108,2020-11-28 18:00,0.5,,2.2,48,0,,0.4,7.2
108,2020-11-28 19:00,-0.1,,2.9,53,,,0.2,7.2
108,2020-11-28 20:00,-0.7,,3.8,53,,,-0.3,7.3
108,2020-11-28 21:00,-1,,4.2,53,,,-0.6,7.3
108,2020-11-28 22:00,-1.2,,2.8,54,,,-0.6,7.3
108,2020-11-28 23:00,-1.4,,1.8,56,,,-0.8,7.2
108,2020-11-29 0:00,-1.6,,0.7,55,,,-0.6,7.2
108,2020-11-29 1:00,-1.5,,1.8,55,,,-0.8,7.1
108,2020-11-29 2:00,-1.5,,2,56,,,-1.3,7.1
108,2020-11-29 3:00,-2.1,,1.2,57,,,-2,7
108,2020-11-29 4:00,-2.8,,1.5,58,,,-2.4,7
108,2020-11-29 5:00,-3.2,,0.9,58,,,-2.7,6.9
108,2020-11-29 6:00,-3.5,,0.9,62,,,-2.9,6.9
108,2020-11-29 7:00,-3,,2.5,61,,,-1.5,6.8
108,2020-11-29 8:00,-2.4,,2.3,62,0,,-1,6.7
108,2020-11-29 9:00,-1.7,,2.4,60,0,,-0.2,6.7
108,2020-11-29 10:00,-0.2,,0.7,54,0.1,,0.4,6.6
108,2020-11-29 11:00,1,,2.8,55,0,,1.9,6.5
108,2020-11-29 12:00,1.7,,2.5,56,0.2,,5.7,6.5
108,2020-11-29 13:00,1.8,,3.4,56,0.3,,5.7,6.4
108,2020-11-29 14:00,2.5,,2.4,55,0.2,,5.7,6.4
108,2020-11-29 15:00,2.4,,3.5,57,0.2,,5.5,6.3
108,2020-11-29 16:00,2.5,,3.7,57,0.2,,3.5,6.3
108,2020-11-29 17:00,1.9,,3.1,61,0.3,,1.7,6.4
108,2020-11-29 18:00,1,,2.2,65,0,,0.6,6.4
108,2020-11-29 19:00,0.8,,3,65,,,0.2,6.4
108,2020-11-29 20:00,0.2,,2.9,65,,,-0.1,6.5
108,2020-11-29 21:00,-0.5,,2.6,59,,,-0.7,6.5
108,2020-11-29 22:00,-1.2,,1.5,60,,,-1.1,6.5
108,2020-11-29 23:00,-1.7,,1.5,61,,,-1.4,6.5
108,2020-11-30 0:00,-2.2,,0.9,61,,,-1.7,6.4
108,2020-11-30 1:00,-2.7,,1.3,64,,,-1.9,6.4
108,2020-11-30 2:00,-2.8,,0.8,66,,,-2,6.4
108,2020-11-30 3:00,-3,,1.2,69,,,-2.2,6.3
108,2020-11-30 4:00,-3.1,,0.8,70,,,-2.3,6.3
108,2020-11-30 5:00,-3.4,,0.7,73,,,-2.5,6.2
108,2020-11-30 6:00,-3.5,,0.9,73,,,-2.6,6.1
108,2020-11-30 7:00,-3.6,,0.6,73,,,-2.9,6.1
108,2020-11-30 8:00,-3.4,,0.8,71,0.2,,-2.7,6
108,2020-11-30 9:00,-2.4,,1.6,67,1,,-1.1,5.9
108,2020-11-30 10:00,-0.3,,1.9,58,1,,-0.3,5.9
108,2020-11-30 11:00,1.1,,2.2,55,1,,0.3,5.8
108,2020-11-30 12:00,1.7,,3.2,51,1,,1.1,5.7
108,2020-11-30 13:00,2.3,,4.5,47,1,,4.4,5.7
108,2020-11-30 14:00,3.2,,3.3,42,1,,5.8,5.6
108,2020-11-30 15:00,4.2,,2.6,39,1,,5.4,5.6
108,2020-11-30 16:00,4,,2,41,1,,2.8,5.6
108,2020-11-30 17:00,2.5,,2.9,50,0.9,,0.8,5.6
108,2020-11-30 18:00,1.5,,1.6,52,0,,0.3,5.6
108,2020-11-30 19:00,1.2,,2.3,52,,,-0.1,5.7
108,2020-11-30 20:00,1,,2.8,53,,,-0.5,5.7
108,2020-11-30 21:00,0.6,,3.4,54,,,-0.7,5.7
108,2020-11-30 22:00,0.2,,3.1,54,,,-1.4,5.7
108,2020-11-30 23:00,-0.3,,1.5,54,,,-1.7,5.7
108,2020-12-01 0:00,-1,,2.3,57,,,-1.8,5.7
108,2020-12-01 1:00,-1.4,,2.4,57,,,-1.9,5.7
108,2020-12-01 2:00,-2.1,,1.6,55,,,-2.1,5.7
108,2020-12-01 3:00,-2.2,,1.5,54,,,-2.2,5.7
108,2020-12-01 4:00,-2.7,,1.3,55,,,-2.6,5.6
108,2020-12-01 5:00,-3.2,,1.2,56,,,-2.8,5.6
108,2020-12-01 6:00,-3.4,,2.1,59,,,-3,5.5
108,2020-12-01 7:00,-3.5,,1,59,,,-3.3,5.5
108,2020-12-01 8:00,-3.5,,1.1,62,0.2,,-3.1,5.4
108,2020-12-01 9:00,-2.5,,1.6,60,1,,-1.5,5.4
108,2020-12-01 10:00,0.6,,0.7,51,1,,-0.4,5.3
108,2020-12-01 11:00,2.4,,1,40,1,,-0.1,5.3
108,2020-12-01 12:00,3.8,,2,33,1,,1.1,5.2
108,2020-12-01 13:00,4.9,,1.8,32,1,,4,5.2
108,2020-12-01 14:00,6.7,,2.4,29,1,,6,5.1
108,2020-12-01 15:00,6.2,,2.9,25,1,,4.8,5.1
108,2020-12-01 16:00,5,,2.6,28,0.1,,3.1,5.1
108,2020-12-01 17:00,4.2,,3.2,35,0,,1,5.1
108,2020-12-01 18:00,3.5,,3,39,0,,0.5,5.2
108,2020-12-01 19:00,3.2,,2.5,39,,,0.4,5.2
